c_hlevel;c_fullname;c_name;c_synonym_cd;c_visualattributes;c_totalnum;c_basecode;c_metadataxml;c_facttablecolumn;c_tablename;c_columnname;c_columndatatype;c_operator;c_dimcode;c_comment;c_tooltip;m_applied_path;update_date;download_date;import_date;sourcesystem_cd;valuetype_cd;m_exclusion_cd;c_path;c_symbol
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154311905\;NDC:55154311905;N;LI ;NULL;NDC:55154311905;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154311905\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154311905;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154311905:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154343005\;NDC:55154343005;N;LI ;NULL;NDC:55154343005;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154343005\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154343005;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154343005:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154544605\;NDC:55154544605;N;LI ;NULL;NDC:55154544605;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154544605\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154544605;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154544605:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695305\;NDC:55154695305;N;LI ;NULL;NDC:55154695305;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695305\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154695305;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154695305:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695405\;NDC:55154695405;N;LI ;NULL;NDC:55154695405;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695405\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154695405;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154695405:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695605\;NDC:55154695605;N;LI ;NULL;NDC:55154695605;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695605\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154695605;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154695605:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695705\;NDC:55154695705;N;LI ;NULL;NDC:55154695705;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695705\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154695705;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154695705:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695805\;NDC:55154695805;N;LI ;NULL;NDC:55154695805;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55154695805\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55154695805;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154695805:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55390031010\;NDC:55390031010;N;LI ;NULL;NDC:55390031010;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55390031010\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55390031010;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55390031010:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55390031110\;NDC:55390031110;N;LI ;NULL;NDC:55390031110;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55390031110\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55390031110;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55390031110:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55390031210\;NDC:55390031210;N;LI ;NULL;NDC:55390031210;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55390031210\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55390031210;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55390031210:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648007202\;NDC:55648007202;N;LI ;NULL;NDC:55648007202;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648007202\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648007202;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648007202:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648007302\;NDC:55648007302;N;LI ;NULL;NDC:55648007302;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648007302\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648007302;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648007302:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648007402\;NDC:55648007402;N;LI ;NULL;NDC:55648007402;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648007402\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648007402;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648007402:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070201\;NDC:55648070201;N;LI ;NULL;NDC:55648070201;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070201\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648070201;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648070201:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070202\;NDC:55648070202;N;LI ;NULL;NDC:55648070202;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070202\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648070202;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648070202:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070301\;NDC:55648070301;N;LI ;NULL;NDC:55648070301;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070301\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648070301;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648070301:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070302\;NDC:55648070302;N;LI ;NULL;NDC:55648070302;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648070302\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648070302;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648070302:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648098301\;NDC:55648098301;N;LI ;NULL;NDC:55648098301;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648098301\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648098301;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648098301:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648098302\;NDC:55648098302;N;LI ;NULL;NDC:55648098302;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\55648098302\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:55648098302;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55648098302:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062201\;NDC:57297062201;N;LI ;NULL;NDC:57297062201;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062201\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297062201;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297062201:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062210\;NDC:57297062210;N;LI ;NULL;NDC:57297062210;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062210\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297062210;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297062210:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062225\;NDC:57297062225;N;LI ;NULL;NDC:57297062225;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062225\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297062225;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297062225:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062250\;NDC:57297062250;N;LI ;NULL;NDC:57297062250;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297062250\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297062250;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297062250:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297063301\;NDC:57297063301;N;LI ;NULL;NDC:57297063301;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297063301\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297063301;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297063301:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297063310\;NDC:57297063310;N;LI ;NULL;NDC:57297063310;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297063310\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297063310;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297063310:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297064401\;NDC:57297064401;N;LI ;NULL;NDC:57297064401;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297064401\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297064401;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297064401:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297064410\;NDC:57297064410;N;LI ;NULL;NDC:57297064410;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\57297064410\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:57297064410;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:57297064410:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016478601\;NDC:58016478601;N;LI ;NULL;NDC:58016478601;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016478601\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:58016478601;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016478601:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016483401\;NDC:58016483401;N;LI ;NULL;NDC:58016483401;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016483401\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:58016483401;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016483401:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016487301\;NDC:58016487301;N;LI ;NULL;NDC:58016487301;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016487301\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:58016487301;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016487301:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016943801\;NDC:58016943801;N;LI ;NULL;NDC:58016943801;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016943801\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:58016943801;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016943801:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016955101\;NDC:58016955101;N;LI ;NULL;NDC:58016955101;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\58016955101\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:58016955101;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:58016955101:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\60505067901\;NDC:60505067901;N;LI ;NULL;NDC:60505067901;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\2193\1664992\1665005\60505067901\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 3rd generation\CeftriaxoneCeftriaxone InjectionCeftriaxone 500 MG Injection\Ceftriaxone 500 MG Injection\NDC:60505067901;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:60505067901:ndc:ndc;MEDS;NULL;NULL;NULL
